,Symbol,Description,Sector,MarketCap,Beta,PERatio,EPS,EVToRevenue,ROE,ProfitMargin,PriceToBook,AverageStockPrice
301,MLM,"Martin Marietta Materials, Inc. is an American-based company. The company is a supplier of aggregates and heavy building materials, with operations spanning 26 states, Canada and the Caribbean. In particular, Martin Marietta supplies the resources for roads, sidewalks and foundations.",ENERGY & TRANSPORTATION,27408731000.0,0.697,37.45,11.65,6,0.12,0.152,4.312,287.04
302,MAS,Masco Corporation is a manufacturer of products for the home improvement and new home construction markets.,MANUFACTURING,16771252000.0,1.335,36.48,1.8219999999999998,2.317,6253.33,0.0576,83.32,54.12
303,MA,"Mastercard Incorporated is an American multinational financial services corporation headquartered in the Mastercard International Global Headquarters in Purchase, New York. The Global Operations Headquarters is located in O'Fallon, Missouri, a municipality of St. Charles County, Missouri. Throughout the world, its principal business is to process payments between the banks of merchants and the card-issuing banks or credit unions of the purchasers who use the Mastercard brand debit, credit and prepaid cards to make purchases. Mastercard Worldwide has been a publicly traded company since 2006.",TRADE & SERVICES,343816000000.0,1.117,42.97,8.13,19.72,1.276,0.455,51.29,332.45
304,MTCH,"Match Group, Inc. offers dating products globally. The company is headquartered in Dallas, Texas.",TRADE & SERVICES,36897340000.0,1.21,67.22,1.8840000000000001,14.22,0.499,0.19899999999999998,10.97,107.19
305,MKC,"McCormick & Company is an American multinational food company that manufactures, markets, and distributes spices, seasoning mixes, condiments, and other flavoring products to retail outlets, food manufacturers, and foodservice businesses.",MANUFACTURING,24190424000.0,0.459,33.38,2.82,4.784,0.182,0.12300000000000001,5.52,87.49
306,MCD,"McDonald's Corporation is an American fast food company, founded in 1940 as a restaurant operated by Richard and Maurice McDonald, in San Bernardino, California, United States. They rechristened their business as a hamburger stand, and later turned the company into a franchise, with the Golden Arches logo being introduced in 1953 at a location in Phoenix, Arizona.",TRADE & SERVICES,197998000000.0,0.58,26.98,9.7,10.76,-99999.99,0.32299999999999995,-,214.99
307,MCK,"McKesson Corporation is an American company distributing pharmaceuticals and providing health information technology, medical supplies, and care management tools.",TRADE & SERVICES,35588686000.0,0.752,None,-30.59,0.165,-1.27,-0.0192,5.04,171.82
308,MDT,"Medtronic plc is an American-Irish registered medical device company that primarily operates in the United States. Medtronic has an operational and executive headquarters in Fridley, Minnesota in the US.",LIFE SCIENCES,151169000000.0,0.81,29.02,3.468,5.22,0.0923,0.14800000000000002,2.908,112.91
309,MRK,"Merck & Co. is an American multinational pharmaceutical company headquartered in Kenilworth, New Jersey. It is named after the Merck family, which set up Merck Group in Germany in 1668.",LIFE SCIENCES,183434000000.0,0.494,26.71,2.8339999999999996,3.799,0.26,0.13699999999999998,5.12,79.56
310,FB,"Facebook, Inc., is an American multinational technology conglomerate based in Menlo Park, California. It is one of the world's most valuable companies. It is considered one of the Big Five companies in U.S. information technology, with Google, Apple, Microsoft and Amazon. Facebook offers other products and services beyond its social networking platform, including Facebook Messenger, Facebook Watch, and Facebook Portal. It also has acquired Instagram, WhatsApp, Oculus, Giphy and Mapillary, and has a 9.9% stake in Jio Platforms.",TECHNOLOGY,917285000000.0,1.291,23.97,13.97,7.76,0.321,0.359,6.88,273.47
311,MET,"MetLife, Inc. is the holding corporation for the Metropolitan Life Insurance Company (MLIC), better known as MetLife, and its affiliates. MetLife is among the largest global providers of insurance, annuities, and employee benefit programs, with 90 million customers in over 60 countries.",FINANCE,50999543000.0,1.26,10.06,5.99,1.217,0.0773,0.0782,0.739,49.65
312,MTD,"Mettler Toledo (NYSE: MTD) is a multinational manufacturer of scales and analytical instruments. It is the largest provider of weighing instruments for use in laboratory, industrial, and food retailing applications. The company also provides various analytical instruments, process analytics instruments, and end-of-line inspection systems.",LIFE SCIENCES,36509725000.0,1.034,49.5,31.9,10.51,250.54,0.20800000000000002,229.37,1092.45
313,MGM,MGM Resorts International is an American global hospitality and entertainment company operating destination resorts globally.,REAL ESTATE & CONSTRUCTION,19419627000.0,2.393,33.91,1.247,4.712,0.0541,0.0866,2.843,30.56
314,MCHP,"Microchip Technology Inc. is a publicly-listed American corporation that manufactures microcontroller, mixed-signal, analog and Flash-IP integrated circuits.",MANUFACTURING,48345885000.0,1.54,73.81,1.143,9.33,0.11599999999999999,0.107,8.48,62.71
315,MU,"Micron Technology, Inc. is an American producer of computer memory and computer data storage including dynamic random-access memory, flash memory, and USB flash drives. It is headquartered in Boise, Idaho.",MANUFACTURING,95819320000.0,1.145,16.15,5.14,3.41,0.141,0.212,2.181,64.85
316,MSFT,"Microsoft Corporation is an American multinational technology company which produces computer software, consumer electronics, personal computers, and related services. Its best known software products are the Microsoft Windows line of operating systems, the Microsoft Office suite, and the Internet Explorer and Edge web browsers. Its flagship hardware products are the Xbox video game consoles and the Microsoft Surface lineup of touchscreen personal computers. Microsoft ranked No. 21 in the 2020 Fortune 500 rankings of the largest United States corporations by total revenue; it was the world's largest software maker by revenue as of 2016. It is considered one of the Big Five companies in the U.S. information technology industry, along with Google, Apple, Amazon, and Facebook.",TECHNOLOGY,2571780000000.0,0.873,36.22,8.94,14.21,0.493,0.385,16.92,227.42
317,MAA,"Mid-America Apartment Communities (MAA) is a publicly traded real estate investment trust based in Memphis, Tennessee that invests in apartments in the Southeastern United States and the Southwestern United States.",REAL ESTATE & CONSTRUCTION,24923993000.0,0.678,59.8,3.727,16.93,0.0731,0.248,4.209,142.25
318,MRNA,"Moderna, Inc., a biotechnology company, develops messenger RNA-based vaccines and therapies for the treatment of infectious diseases, immuno-oncology, rare diseases, cardiovascular diseases, and autoimmune diseases. The company is headquartered in Cambridge, Massachusetts.",LIFE SCIENCES,104225000000.0,1.336,17.66,16.69,8.11,1.0959999999999999,0.597,10.29,145.41
319,MHK,"Mohawk Industries is an American flooring manufacturer based in Calhoun, Georgia, United States. Mohawk produces floor covering products for residential and commercial applications in North America and residential applications in Europe.",MANUFACTURING,12082101000.0,1.494,3.42,49.9,1.232,0.129,0.0986,1.381,143.0
320,TAP,"The Molson Coors Beverage Company, commonly known as Molson Coors, is a multinational drink and brewing company headquartered in Chicago in the United States.",MANUFACTURING,10065801000.0,1.063,None,-2.046,1.675,-0.0328,-0.0446,0.756,45.98
321,MDLZ,"Mondelez International, Inc. is an American multinational confectionery, food, holding and beverage and snack food company based in Chicago, Illinois.",MANUFACTURING,86850965000.0,0.723,20.68,3.141,3.664,0.163,0.157,3.136,57.22
322,MPWR,"Monolithic Power Systems, Inc. is an American, publicly traded company headquartered in Kirkland, Washington. The company provides power circuits for systems found in cloud computing, telecom infrastructures, automotive, industrial applications and consumer applications.",MANUFACTURING,21917222000.0,0.914,108.29,4.46,19.18,0.204,0.192,18.85,317.7
323,MNST,"Monster Beverage Corporation is an American beverage company that manufactures energy drinks including Monster Energy, Relentless and Burn.",MANUFACTURING,47384408000.0,1.087,32.03,2.86,8.75,0.281,0.28800000000000003,7.59,81.74
324,MCO,"Moody's Corporation, often referred to as Moody's, is an American business and financial services company. It is the holding company for Moody's Investors Service (MIS), an American credit rating agency, and Moody's Analytics (MA), an American provider of financial analysis software and services.",TRADE & SERVICES,73941725000.0,1.18,35.27,11.16,13.34,0.975,0.35200000000000004,30.43,299.18
325,MS,"Morgan Stanley is an American multinational investment bank and financial services company headquartered at 1585 Broadway in the Morgan Stanley Building, Midtown Manhattan, New York City.",FINANCE,176624000000.0,1.526,12.4,7.83,-,0.15,0.253,1.8,67.83
326,MOS,"The Mosaic Company is a Fortune 500 company based in Tampa, Florida which mines phosphate and potash, and operates through segments such as international distribution and Mosaic Fertilizantes.",LIFE SCIENCES,13608879000.0,1.762,7.8,4.672,1.54,0.187,0.163,1.306,24.15
327,MSI,"Motorola Solutions, Inc., is an American data communications and telecommunications equipment provider that succeeded Motorola, Inc., following the spinoff of the mobile phone division into Motorola Mobility in 2011. The company is headquartered in Chicago, Illinois.",MANUFACTURING,44744323000.0,0.766,35.77,7.25,6.06,-99999.99,0.155,-,181.12
328,MSCI,"MSCI Inc. (formerly Morgan Stanley Capital International and MSCI Barra), is an American finance company headquartered in New York City and serving as a global provider of equity, fixed income, hedge fund stock market indexes, multi-asset portfolio analysis tools and ESG products. It publishes the MSCI BRIC, MSCI World and MSCI EAFE Indexes.",TRADE & SERVICES,51788079000.0,0.975,71.63,8.24,28.29,0.0,0.355,-,424.73
329,NDAQ,"Nasdaq, Inc. is an American multinational financial services corporation that owns and operates stock exchanges in the United States and Europe. It is headquartered in New York City.",FINANCE,34410944000.0,0.84,29.26,6.87,6.84,0.18600000000000003,0.196,5.42,142.92
330,NTAP,"NetApp, Inc. is an American hybrid cloud data services and data management company headquartered in Sunnyvale, California. Founded in 1992 with an IPO in 1995, NetApp offers cloud data services for management of applications and data both online and physically.",TECHNOLOGY,19853848000.0,1.209,21.41,4.113,3.011,1.669,0.156,26.16,62.41
331,NFLX,"Netflix, Inc. is an American over-the-top content platform and production company headquartered in Los Gatos, California. Netflix was founded in 1997 by Reed Hastings and Marc Randolph in Scotts Valley, California. The company's primary business is a subscription-based streaming service offering online streaming from a library of films and television series, including those produced in-house.",TRADE & SERVICES,270936000000.0,0.85,52.9,11.09,9.74,0.39399999999999996,0.17600000000000002,17.69,492.85
332,NWL,"Newell Brands is an American worldwide manufacturer, marketer and distributor of consumer and commercial products with a portfolio of brands.",MANUFACTURING,9499182000.0,0.964,15.9,1.41,1.403,0.154,0.0576,2.343,20.85
333,NEM,"Newmont Corporation, based in Greenwood Village, Colorado, United States, is one of the largest gold mining companies in the world.",ENERGY & TRANSPORTATION,44736121000.0,0.258,23.35,2.537,3.782,0.0725,0.16699999999999998,1.97,59.08
334,NWSA,"News Corporation is an American mass media and publishing company operating across digital real estate information, news media, book publishing, and cable television.",MANUFACTURING,12890833000.0,1.409,25.64,0.83,1.466,0.0692,0.0505,1.577,18.32
335,NWS,"News Corporation is an American mass media and publishing company operating across digital real estate information, news media, book publishing, and cable television.",MANUFACTURING,12890833000.0,1.409,25.9,0.83,1.466,0.0692,0.0505,1.556,17.96
336,NEE,"NextEra Energy, Inc. is an American energy company with about 46 gigawatts of generating capacity, revenues of over $17 billion in 2017, and about 14,000 employees throughout the US and Canada. Its subsidiaries include Florida Power & Light (FPL), NextEra Energy Resources, NextEra Energy Partners, Gulf Power Company, and NextEra Energy Services.",ENERGY & TRANSPORTATION,177142000000.0,0.286,148.11,0.614,14.12,0.0387,0.14400000000000002,4.833,72.21
337,NLSN,"Nielsen Holdings PLC is an American, UK-domiciled, information, data and market measurement firm.",TRADE & SERVICES,7422620000.0,1.416,9.36,2.1830000000000003,2.013,0.0472,0.122,2.399,19.47
338,NKE,"Nike, Inc. is an American multinational corporation that is engaged in the design, development, manufacturing, and worldwide marketing and sales of footwear, apparel, equipment, accessories, and services. The company is headquartered near Beaverton, Oregon, in the Portland metropolitan area. It is the world's largest supplier of athletic shoes and apparel and a major manufacturer of sports equipment.",MANUFACTURING,267591000000.0,0.939,42.79,3.7710000000000004,5.77,0.516,0.132,18.66,125.77
339,NI,"NiSource Inc. is one of the largest fully regulated utility companies in the United States. The company is based in Merrillville, Indiana.",ENERGY & TRANSPORTATION,10182832000.0,0.324,24.55,1.095,4.57,0.0838,0.107,2.132,24.55
340,NSC,"The Norfolk Southern Railway is a Class I freight railroad in the United States, and is the current name of the former Southern Railway. With headquarters in Atlanta, Georgia, the company operates 19,420 route miles (31,250 km) in 22 eastern states, the District of Columbia, and has rights in Canada over the Albany to Montreal route of the Canadian Pacific Railway, and previously on CN from Buffalo to St. Thomas.",ENERGY & TRANSPORTATION,70455536000.0,1.343,24.51,11.62,7.62,0.20199999999999999,0.268,5.07,227.33
341,NTRS,"Northern Trust Corporation is a financial services company headquartered in Chicago, Illinois that caters to corporations, institutional investors, and ultra high net worth individuals.",FINANCE,24576709000.0,1.165,18.49,6.34,-,0.11699999999999999,0.21600000000000003,2.231,97.18
342,NOC,Northrop Grumman Corporation (NYSE: NOC) is an American multinational aerospace and defense technology company.,MANUFACTURING,58381706000.0,0.813,13.31,28.35,1.839,0.423,0.124,5.11,336.35
343,NLOK,"NortonLifeLock Inc., is an American software company headquartered in Tempe, Arizona, United States. The company provides cybersecurity software and services.",TECHNOLOGY,14148282000.0,1.081,17.19,1.496,6.16,0.156,0.33,1188.07,22.55
344,NCLH,"Norwegian Cruise Line Holdings Ltd., is a cruise company in North America, Europe, Asia-Pacific and internationally. The company is headquartered in Miami, Florida.",ENERGY & TRANSPORTATION,8979852000.0,2.698,None,-10.77,114.35,-1.054,0.0,3.115,25.41
345,NRG,"NRG Energy, Inc. is a large American energy company, headquartered in Houston, Texas. It was formerly the wholesale arm of Northern States Power Company (NSP), which became Xcel Energy, but became independent in 2000. NRG Energy is involved in energy generation and retail electricity.",ENERGY & TRANSPORTATION,9514430000.0,0.84,4.059,9.98,0.822,0.812,0.111,2.333,36.28
346,NUE,"Nucor Corporation is a producer of steel and related products based in Charlotte, North Carolina.",MANUFACTURING,32355291000.0,1.437,7.12,16.58,1.148,0.42200000000000004,0.159,2.41,66.21
347,NVDA,"Nvidia Corporation is an American multinational technology company incorporated in Delaware and based in Santa Clara, California. It designs graphics processing units (GPUs) for the gaming and professional markets, as well as system on a chip units (SoCs) for the mobile computing and automotive market.",MANUFACTURING,754950000000.0,1.367,85.73,3.2430000000000003,30.79,0.419,0.33799999999999997,31.72,136.43
348,NVR,"NVR, Inc. is a company engaged in home construction. It also operates a mortgage banking and title services business. The company primarily operates on the East Coast of the United States.",REAL ESTATE & CONSTRUCTION,20672611000.0,0.979,18.28,308.41,2.156,0.40700000000000003,0.133,6.85,4212.86
349,NXPI,"NXP Semiconductors N.V. is a Dutch semiconductor manufacturer with headquarters in Eindhoven, Netherlands.",MANUFACTURING,60223244000.0,1.393,39.16,5.58,6.41,0.201,0.15,8.94,157.12
350,ORLY,"O'Reilly Auto Parts is an American auto parts retailer that provides automotive aftermarket parts, tools, supplies, equipment, and accessories in the United States serving both the professional service providers and do-it-yourself customers.",TRADE & SERVICES,45976996000.0,0.992,23.49,28.78,3.997,3.8480000000000003,0.159,210.18,481.6
351,OXY,"Occidental Petroleum Corporation is an American company engaged in hydrocarbon exploration in the United States, the Middle East, and Colombia as well as petrochemical manufacturing in the United States, Canada, and Chile.",ENERGY & TRANSPORTATION,28738595000.0,2.384,None,-1.212,3.107,0.0041,-0.0147,3.154,23.16
352,ODFL,"Old Dominion Freight Line, Inc. is an American less than truckload shipping (LTL) company. It offers regional, inter-regional and national LTL service. In addition to its core LTL services, the company offers logistics services including ground and air expedited transportation, supply chain consulting, transportation management, truckload brokerage, container delivery and warehousing, as well as household moving services.",ENERGY & TRANSPORTATION,40977330000.0,1.024,42.12,8.09,8.24,0.287,0.192,11.98,210.82
353,OMC,"Omnicom Group Inc. is an American global media, marketing and corporate communications holding company, headquartered in New York City.",TRADE & SERVICES,15072525000.0,0.84,11.38,6.42,1.192,0.40399999999999997,0.0979,4.597,66.42
354,OKE,"Oneok, Inc. is a diversified Fortune 500 energy corporation based in Tulsa, Oklahoma.",ENERGY & TRANSPORTATION,27648076000.0,1.87,18.11,3.195,3.045,0.23800000000000002,0.10400000000000001,4.734,45.82
355,ORCL,"Oracle is an American multinational computer technology corporation headquartered in Austin, Texas. The company was formerly headquartered in Redwood Shores, California until December 2020 when it moved its headquarters to Texas. The company sells database software and technology, cloud engineered systems, and enterprise software products, particularly its own brands of database management systems.",TECHNOLOGY,280558000000.0,0.808,27.27,3.543,7.83,1.473,0.248,47.38,66.72
356,OGN,"Organon & Co. is an American pharmaceutical company headquartered in Jersey City, New Jersey. Organon specializes in the following core therapeutic fields: reproductive medicine, contraception, psychiatry, Hormone replacement therapy (HRT), and anesthesia. The company sells to international markets.",LIFE SCIENCES,7287028000.0,None,5.05,5.97,1.977,-99999.99,0.193,1.843,32.59
357,OTIS,"Otis Worldwide Corporation is an American company that develops, manufactures and markets elevators, escalators, moving walkways, and related equipment.",MANUFACTURING,36564113000.0,None,30.07,2.799,2.874,0.0,0.0855,13.2,69.44
358,PCAR,"PACCAR Inc is an American Fortune 500 company and counts among the largest manufacturers of medium- and heavy-duty trucks in the world. PACCAR is engaged in the design, manufacture and customer support of light-, medium- and heavy-duty trucks under the Kenworth, Peterbilt, Leyland Trucks, and DAF nameplates. PACCAR also designs and manufactures powertrains, provides financial services and information technology, and distributes truck parts related to its principal business.",MANUFACTURING,30947387000.0,0.997,16.63,5.02,1.653,0.162,0.078,2.731,83.33
359,PKG,"Packaging Corporation of America is an American manufacturing company based in Lake Forest, Illinois.",MANUFACTURING,12174966000.0,0.923,16.56,7.85,1.865,0.22,0.10099999999999999,3.374,121.46
360,PH,"Parker-Hannifin Corporation, originally Parker Appliance Company, usually referred to as just Parker, is an American corporation specializing in motion and control technologies. Its corporate headquarters are in Mayfield Heights, Ohio, in Greater Cleveland.",MANUFACTURING,40987274000.0,1.713,21.1,14.35,3.161,0.25,0.126,4.827,244.71
361,PAYX,"Paychex, Inc. is an American provider of human resource, payroll, and benefits outsourcing services for small- to medium-sized businesses.",TRADE & SERVICES,44803399000.0,0.898,36.87,3.36,10.59,0.419,0.29,14.72,90.74
362,PAYC,"Paycom Software, Inc., known simply as Paycom, is an American online payroll and human resource technology provider based in Oklahoma City, Oklahoma.",TECHNOLOGY,25194037000.0,1.474,137.91,2.95,25.21,0.235,0.17300000000000001,30.53,357.5
363,PYPL,"PayPal Holdings, Inc. is an American company operating an online payments system in the majority of countries that support online money transfers, and serves as an electronic alternative to traditional paper methods like checks and money orders. The company operates as a payment processor for online vendors, auction sites, and many other commercial users, for which it charges a fee.",TRADE & SERVICES,221486000000.0,1.165,45.38,4.159,8.8,0.243,0.201,10.03,207.23
364,PENN,"Penn National Gaming, Inc. is an American operator of casinos and racetracks, based in Wyomissing, Pennsylvania.",REAL ESTATE & CONSTRUCTION,8299425000.0,2.504,20.44,2.359,3.208,0.136,0.0722,2.725,62.43
365,PNR,"Pentair plc (PNR) is an American water treatment company with its main U.S. office in Minneapolis, Minnesota.",TECHNOLOGY,12447272000.0,1.075,23.21,3.0210000000000004,3.655,0.231,0.142,5.32,54.12
366,PBCT,"People's United Financial, Inc. is an American bank holding company that owns People's United Bank.",FINANCE,7550361000.0,1.075,23.89,0.7020000000000001,-,0.0397,0.154,1.002,14.59
367,PEP,"PepsiCo, Inc. is an American based multinational food, snack, and beverage corporation headquartered in Harrison, New York, in the hamlet of Purchase. PepsiCo's business encompasses all aspects of the food and beverage market. It oversees the manufacturing, distribution, and marketing of its products.",MANUFACTURING,233627000000.0,0.651,28.67,5.87,3.495,0.5539999999999999,0.106,14.72,141.86
368,PKI,"PerkinElmer, Inc., previously styled Perkin-Elmer, is an American global corporation focused in the business areas of diagnostics, life science research, food, environmental and industrial testing. Its capabilities include detection, imaging, informatics, and service. PerkinElmer produces analytical instruments, genetic testing and diagnostic tools, medical imaging components, software, instruments, and consumables for multiple end markets.",LIFE SCIENCES,23697872000.0,1.064,18.72,10.02,5.64,0.223,0.22399999999999998,3.406,129.49
369,PFE,"Pfizer Inc. is an American multinational pharmaceutical and biotechnology corporation headquartered on 42nd Street in Manhattan, New York City. The name of the company commemorates its co-founder, Charles Pfizer (1824-1906). Pfizer develops and produces medicines and vaccines for immunology, oncology, cardiology, endocrinology, and neurology. The company has several blockbuster drugs or products that each generate more than 1 billion USD in annual revenues.",LIFE SCIENCES,296247000000.0,0.623,16.99,3.5010000000000003,4.398,0.278,0.287,3.914,38.43
370,PM,"Philip Morris International Inc. (PMI) is a Swiss-American multinational cigarette and tobacco manufacturing company, with products sold in over 180 countries. The most recognized and best selling product of the company is Marlboro.",MANUFACTURING,140177000000.0,0.892,16.28,5.74,5.36,-99999.99,0.292,-,85.35
371,PSX,"The Phillips 66 Company is an American multinational energy company headquartered in Westchase, Houston, Texas.",ENERGY & TRANSPORTATION,31776109000.0,1.653,None,-1.151,0.46,-0.0126,-0.0052,1.752,73.48
372,PNW,Pinnacle West Capital is a utility holding company that owns Arizona Public Service and Bright Canyon Energy.,ENERGY & TRANSPORTATION,7477632000.0,0.26,13.44,5.04,4.031,0.09699999999999999,0.153,1.233,80.0
373,PXD,"Pioneer Natural Resources Company is a company engaged in hydrocarbon exploration headquartered in Irving, Texas. It operates in the Cline Shale, which is part of the Spraberry Trend of the Permian Basin, where the company is the largest acreage holder.",ENERGY & TRANSPORTATION,44981634000.0,1.839,27.66,6.28,3.6,0.0802,0.0977,1.939,127.04
374,PNC,"PNC Financial Services Group, Inc. (stylized as PNC) is a bank holding company and financial services corporation based in Pittsburgh, Pennsylvania. Its banking subsidiary, PNC Bank, operates in 21 states and the District of Columbia with 2,296 branches and 9,051 ATMs. The company also provides financial services such as asset management, wealth management, estate planning, loan servicing, and information processing.",FINANCE,85187481000.0,1.345,19.39,10.17,-,0.107,0.242,1.514,149.9
375,POOL,"Pool Corporation is a major distributor of swimming pool supplies, equipment, and related outdoor products.",TRADE & SERVICES,22556299000.0,0.847,36.65,14.75,4.522,0.765,0.11800000000000001,22.89,345.72
376,PPG,"PPG Industries, Inc. is an American Fortune 500 company and global supplier of paints, coatings, and specialty materials. With headquarters in Pittsburgh, Pennsylvania, PPG operates in more than 70 countries around the globe.",LIFE SCIENCES,38784177000.0,1.155,27.66,5.95,2.76,0.243,0.0871,6.2,135.93
377,PPL,"PPL Corporation is an energy company headquartered in Allentown, Pennsylvania, United States.",ENERGY & TRANSPORTATION,21568068000.0,0.781,None,-1.724,3.581,0.0616,-0.17,1.48,28.6
378,PFG,"Principal Financial Group is an American global financial investment management and insurance company headquartered in Des Moines, Iowa.",FINANCE,19082348000.0,1.597,11.52,6.22,1.456,0.107,0.12300000000000001,1.187,52.24
379,PG,"The Procter & Gamble Company (P&G) is an American multinational consumer goods corporation headquartered in Cincinnati, Ohio, founded in 1837 by William Procter and James Gamble. It specializes in a wide range of personal health, consumer health, personal care, and hygiene products; these products are organized into several segments including Beauty; Grooming; Health Care; Fabric & Home Care; and Baby, Feminine, & Family Care. Before the sale of Pringles to Kellogg's, its product portfolio also included food, snacks, and beverages.",LIFE SCIENCES,376205000000.0,0.422,28.78,5.47,5.18,0.298,0.183,8.31,131.85
380,PGR,"The Progressive Corporation is an American insurance company, one of the largest providers of car insurance in the United States. The company insures motorcycles, boats, RVs, and commercial vehicles and provides home insurance through select companies.",FINANCE,55558163000.0,0.492,14.68,6.88,1.302,0.222,0.0874,3.076,89.3
381,PLD,"Prologis, Inc. is a real estate investment trust headquartered in San Francisco, California that invests in logistics facilities, with a focus on the consumption side of the global supply chain.",REAL ESTATE & CONSTRUCTION,117612000000.0,0.807,60.96,2.6439999999999997,29.22,0.0589,0.402,3.625,106.41
382,PRU,"Prudential Financial, Inc. is an American company whose subsidiaries provide insurance, investment management, and other financial products and services to both retail and institutional customers throughout the United States and in over 40 other countries.",FINANCE,40461120000.0,1.622,5.74,18.36,0.836,0.11699999999999999,0.10400000000000001,0.654,83.38
383,PTC,"PTC Inc. is an American computer software and services company founded in 1985 and headquartered in Boston, Massachusetts.",TECHNOLOGY,14211812000.0,1.276,29.96,4.03,8.6,0.27399999999999997,0.264,6.97,105.51
384,PEG,"The Public Service Enterprise Group (PSEG) is a publicly traded diversified energy company headquartered in Newark, New Jersey.",ENERGY & TRANSPORTATION,32261342000.0,0.589,None,-1.315,5.56,-0.0443,-0.073,2.293,57.17
385,PSA,"Public Storage is an American international self storage company headquartered in Glendale, California, that is run as a real estate investment trust (REIT).",REAL ESTATE & CONSTRUCTION,61023387000.0,0.211,43.21,8.37,21.56,0.193,0.506,12.2,244.14
386,PHM,"PulteGroup, Inc. (previously known as Pulte Homes) is a home construction company based in Atlanta, Georgia, United States.",REAL ESTATE & CONSTRUCTION,13636580000.0,1.427,10.21,6.51,1.144,25.51,0.135,1.993,44.62
387,PVH,"PVH Corp., formerly known as the Phillips-Van Heusen Corporation, is an American clothing company which owns brands such as Van Heusen, Tommy Hilfiger, Calvin Klein, IZOD, Arrow, Warner's, Olga, True & Co., and Geoffrey Beene.",MANUFACTURING,7116026000.0,2.296,13.96,7.0,1.153,0.102,0.0572,1.376,84.18
388,QRVO,"Qorvo is an American semiconductor company that designs, manufactures, and supplies radio-frequency systems for applications that drive wireless and broadband communications, as well as foundry services.",MANUFACTURING,17550844000.0,1.379,15.23,9.66,4.003,0.242,0.244,3.712,146.09
389,PWR,"Quanta Services is an American corporation that provides infrastructure services for electric power, pipeline, industrial and communications industries. Capabilities include the planning, design, installation, program management, maintenance and repair of most types of network infrastructure.",REAL ESTATE & CONSTRUCTION,16296218000.0,1.157,28.58,3.8089999999999997,1.487,0.127,0.0461,3.519,68.97
390,QCOM,"Qualcomm is an American multinational corporation headquartered in San Diego, California, and incorporated in Delaware. It creates semiconductors, software, and services related to wireless technology. It owns patents critical to the 5G, 4G, CDMA2000, TD-SCDMA and WCDMA mobile communications standards.",MANUFACTURING,205946000000.0,1.272,22.47,7.87,6.23,1.129,0.26899999999999996,20.7,119.92
391,DGX,"Quest Diagnostics is an American clinical laboratory. A Fortune 500 company, Quest operates in the United States, Puerto Rico, Mexico, and Brazil. Quest also maintains collaborative agreements with various hospitals and clinics across the globe.",LIFE SCIENCES,19635324000.0,0.991,10.29,16.63,2.109,0.349,0.198,3.072,122.99
392,RL,"Ralph Lauren Corporation is an American fashion company producing products ranging from the mid-range to the luxury segments. They are known for the clothing, marketing and distribution of products in four categories: apparel, home, accessories, and fragrances.",MANUFACTURING,9047534000.0,1.526,21.28,5.41,1.692,0.149,0.0721,3.16,100.28
393,RJF,"Raymond James Financial is an American multinational independent investment bank and financial services company providing financial services to individuals, corporations, and municipalities through its subsidiary companies that engage primarily in investment and financial planning, in addition to investment banking and asset management.",FINANCE,20121381000.0,1.191,14.69,6.63,-,0.18100000000000002,0.14300000000000002,2.44,67.85
394,RTX,"Raytheon Technologies Corporation is an American multinational aerospace and defense conglomerate headquartered in Waltham, Massachusetts. It is one of the largest aerospace, intelligence services providers, and defense manufacturers in the world by revenue and market capitalization. Raytheon Technologies (RTX) researches, develops, and manufactures advanced technology products in the aerospace and defense industry, including aircraft engines, avionics, aerostructures, cybersecurity, guided missiles, air defense systems, satellites, and drones.",MANUFACTURING,128962000000.0,1.012,37.4,2.2,2.42,0.0502,0.052000000000000005,1.808,73.54
395,O,"Realty Income Corporation is a real estate investment trust that invests in free-standing, single-tenant commercial properties in the United States, Puerto Rico, and the United Kingdom that are subject to NNN Leases. The company is organized in Maryland with its headquarters in San Diego, California.",REAL ESTATE & CONSTRUCTION,37871856000.0,0.799,53.45,1.268,25.81,0.0398,0.261,2.84,64.55
396,REG,"Regency Centers Corporation is a real estate investment trust based in Jacksonville, Florida and is one of the largest operators of shopping centers with grocery stores as anchor tenants.",REAL ESTATE & CONSTRUCTION,12544777000.0,1.111,36.88,1.94,14.32,0.0549,0.285,2.066,53.8
397,REGN,"Regeneron Pharmaceuticals, Inc. is an American biotechnology company headquartered in Westchester County, New York. Originally focused on neurotrophic factors and their regenerative capabilities, giving rise to its name, the company then branched out into the study of both cytokine and tyrosine kinase receptors.",LIFE SCIENCES,72002201000.0,0.176,9.9,62.53,5.09,0.511,0.524,4.172,537.05
398,RF,"Regions Financial Corporation is a bank holding company headquartered in the Regions Center in Birmingham, Alabama. The company provides retail banking and commercial banking, trust, stockbrokerage, and mortgage services.",FINANCE,21191473000.0,1.48,7.97,2.6689999999999996,-,0.14800000000000002,0.377,1.25,16.46
399,RSG,"Republic Services, Inc is the second largest provider of non-hazardous solid waste collection, transfer, disposal, recycling, and energy services in the United States, as measured by revenue.",ENERGY & TRANSPORTATION,42963174000.0,0.769,35.61,3.79,4.806,0.141,0.111,4.842,99.09
